disaron:nom,nb de fichiers,noms des fichiers
Dos2503,2,"[""Dossiers2025-3_CCAN_dec-2025_Vdef.pdf"",_""Dossiers2025-3_Donnees-RICA-CCAN.xlsx""]"
Dos26,4,"[""Dos26_donnees.xls"",_""Dos26_donneesComplement_ParMassifs.xls"",_""Dos26_donneesComplement_ParRegion.xls"",_""dos26V2.zip""]"
Dos27,2,"[""Dos27_donnees.xls"",_""Dos27.pdf""]"
Dos28,2,"[""Dos28.pdf"",_""Dos28_donnees.ods""]"
Dos29,2,"[""Dos29.pdf"",_""Dos29_donnees.xls""]"
Dos3,3,"[""Dos3_methodologie.pdf"",_""Dos3_quest.pdf"",_""Dos3.pdf""]"
Dos30,2,"[""Dos30.pdf"",_""Dos30_donnees.ods""]"
Dos31,2,"[""Dos31.pdf"",_""Dos31_donnees.xls""]"
Dos32,2,"[""Dos32.pdf"",_""Dos32_donnees.xls""]"
Dos33,6,"[""Dos33.pdf"",_""Dos33_compteprevision.pdf"",_""Dos33_compterendu.pdf"",_""Dos33_comptesocial.pdf"",_""Dos33_resultats.pdf"",_""Dos33_bilan.pdf""]"
Dos34,2,"[""Dos34.pdf"",_""Dos34_donnees.xls""]"
Dos35,1,"[""Dos35.pdf""]"
Dos36,2,"[""Dos36_donnees.xls"",_""Dos36.pdf""]"
Dos37,2,"[""Dos37_donnees.ods"",_""Dos37.pdf""]"
Dos38,6,"[""Dos38_compterendu.pdf"",_""Dos38_compteprevision.pdf"",_""Dos38_bilan.pdf"",_""Dos38_resultats.pdf"",_""Dos38.pdf"",_""Dos38_comptesocial.pdf""]"
Dos39,2,"[""Dos39.pdf"",_""Dos39_donnees.ods""]"
Dos4,7,"[""Dos4_concours.pdf"",_""Dos4_rica2007.pdf"",_""Dos4_compterendu.pdf"",_""Dos4_comptesocial.pdf"",_""Dos4_categ-expl.pdf"",_""Dos4.pdf"",_""Dos4_compteprevision.pdf""]"
Dos40,1,"[""dossier40_integral_1610.pdf""]"
Dos41,1,"[""dossier41_integral.pdf""]"
Dos42,2,"[""dossier42_integral.pdf"",_""fichierassociedossier42140518.ods""]"
Dos43,2,"[""Dossiers_43.pdf"",_""TableauxAssociesDossier43v2.ods""]"
Dos44,1,"[""dossier44_integral.pdf""]"
Dos5,1,"[""Dos5.pdf""]"
Dos6,1,"[""Dos6.pdf""]"
Dos7,7,"[""Dos7_rica2008.pdf"",_""Dos7_categ-expl.pdf"",_""Dos7_compterendu.pdf"",_""Dos7_concours.pdf"",_""Dos7.pdf"",_""Dos7_comptesocial.pdf"",_""Dos7_compteprevision.pdf""]"
Dos8,1,"[""Dos8.pdf""]"
Dos9,1,"[""Dos9.pdf""]"
GraFra2020Integral,1,"[""Internet-Graph'Agri-Integral.zip""]"
GraFra2021Integral,2,"[""GraFra2021_integral.pdf"",_""GraFra2021_FichierDonnéesAssociées.xlsx""]"
GraFra2022Integral,1,"[""GraphAgri_2022_accessible.pdf""]"
GraFra2023Integral,1,"[""GraphAgri_2023_Accessible-version-integrale.pdf""]"
GraFra2024Integral,1,"[""GraphAgri_2024_accessible.pdf""]"
GraFra2025Chap0.1,2,"[""GraphAgri2025_donnees-de-cadrage_pages08-09.xls"",_""GraphAgri2025_donnees-de-cadrage.pdf""]"
GraFra2025Chap0.2,2,"[""GraphAgri2025_conjoncture_pages10-11.xlsx"",_""GraphAgri2025_conjoncture.pdf""]"
GraFra2025Chap1.1,2,"[""GraphAgri2025_meteorologie_page13.xls"",_""GraphAgri2025_meteorologie.pdf""]"
GraFra2025Chap1.2,5,"[""GraphAgri2025_utilisation-du-territoire_occupation-des-sols_page14.xlsx"",_""GraphAgri2025_utilisation-du-territoire_SAU_page15.xls"",_""GraphAgri2025_utilisation-du-territoire_grandes-cultures_page16.xls"",_""GraphAgri2025_utilisation-du-territoire_cultures-fourrageres_page17.xls"",_""GraphAgri2025_utilisation-du-territoire.pdf""]"
GraFra2025Chap1.3,2,"[""GraphAgri2025_foret_page18.xlsx"",_""GraphAgri2025_foret.pdf""]"
GraFra2025Chap10.1,4,"[""GraphAgri2025_prix-a-la-consommation-et-a-la-production_page114.xls"",_""GraphAgri2025_revenus-et-depenses-des-menages_structure-consommation_page115.xls"",_""GraphAgri2025_revenus-et-depenses-des-menages_principales-depenses-alimentaires__page116.xls"",_""GraphAgri2025_prix-revenus-depenses-des-menages.pdf""]"
GraFra2025Chap10.2,4,"[""GraphAgri2025_consommation_alim._vin-fruits-legumes_page117.xls"",_""GraphAgri2025_consommation-alim._feculents-sucre-huiles_page118.xls"",_""GraphAgri2025_consommation-alim._viandes-produits-laitiers-oeufs_page119.xlsx"",_""GraphAgri2025_consommation-alimentaire-(quantite).pdf""]"
GraFra2025Chap10.3,5,"[""GraphAgri2025_signes-de-qualite-dans-UE_page120.xls"",_""GraphAgri2025_signes-de-qualite-en-France_produits-animaux_page121.xlsx"",_""GraphAgri2025_signes-de-qualite-en-France_produits-vegetaux_page122.xls"",_""GraphAgri2025_signes-de-qualite_produits-biologiques_page123.xls"",_""GraphAgri2025_signes-de-qualite.pdf""]"
GraFra2025Chap11.1,8,"[""GraphAgri2025_commerce-international_page124.xls"",_""GraphAgri2025_echanges-agro-de-UE_page125.xls"",_""GraphAgri2025_echanges-agro_balance-commerciale-de-la-France_page126.xls"",_""GraphAgri2025_echanges-agro-avec-UE-et-pays-tiers_page127.xls"",_""GraphAgri2025_echanges-agro_exportations_page128.xls"",_""GraphAgri2025_echanges-agro_importations_page129.xls"",_""GraphAgri2025_echanges-agro_soldes-commerciaux-produits-bruts-et-transformes_page130.xls"",_""GraphAgri2025_commerce-exterieur-agroalimentaire.pdf""]"
GraFra2025Chap12.1,14,"[""GraphAgri2025_cereales_commerce-mondial_page131.xls"",_""GraphAgri2025_cereales_production-mondiale-et-prix_page132.xls"",_""GraphAgri2025_cereales-France_page133.xls"",_""GraphAgri2025_cereales-ble-tendre_page134.xls"",_""GraphAgri2025_cereales-maïs_page135.xls"",_""GraphAgri2025_cereales-orge_page136.xls"",_""GraphAgri2025_meunerie-amidonnerie_ble-tendre_page137.xls"",_""GraphAgri2025_produits-divers-issus-des-cereales_page138.xlsx"",_""GraphAgri2025_oleagineux-et-proteagineux_production-mondiale-et-prix_page139.xls"",_""GraphAgri2025_oleagineux-proteagineux_surfaces-cultivees-France_page140.xls"",_""GraphAgri2025_oleagineux-et-proteagineux_bilans-français-1_page141.xls"",_""GraphAgri2025_oleagineux-et-proteagineux_bilans-français-2_page142.xlsx"",_""GraphAgri2025_cereales-oleagineux-proteagineux.pdf"",_""20251219_GraphAgri2025_map_wvh-EA.svg""]"
GraFra2025Chap12.10,6,"[""GraphAgri2025_aviculture_elevages-de-volailles_page172.xlsx"",_""Graphagri2025_aviculture_oeufs_page173.xls"",_""Graphagri2025_aviculture_volaille-de-chair_page174.xlsx"",_""Graphagri2025_aviculture_foie-gras_page175.xlsx"",_""GraphAgri2025_cuniculture_page176.xlsx"",_""GraphAgri2025_aviculture-oeufs-foie-gras-cuniculture.pdf""]"
GraFra2025Chap12.11,2,"[""GraphAgri2025_charcuterie-plats-prepares-conserves-de-poissons_page177.xlsx"",_""GraphAgri2025_charcuterie-conserves.pdf""]"
GraFra2025Chap12.12,2,"[""GraphAgri2025_chocolat-confiserie_page178_.xlsx"",_""GraphAgri2025_chocolat-confiserie.pdf""]"
GraFra2025Chap12.2,2,"[""GraphAgri2025_sucre_page143.xls"",_""GraphAgri2025_sucre.pdf""]"
GraFra2025Chap12.3,11,"[""GraphAgri2025_pommes-de-terre_page144.xls"",_""GraphAgri2025_legumes_production-en-frais_page145.xlsx"",_""GraphAgri2025_legumes_commerce-exterieur-en-frais_page146.xlsx"",_""GraphAgri2025_legumes_prix-en-frais-production-en-transforme_page147.xlsx"",_""GraphAgri2025_fruits_vergers_page148.xls"",_""GraphAgri2025_fruits_production-en-frais_page149.xls"",_""GraphAgri2025_fruits_commerce-exterieur-en-frais_page150.xlsx"",_""GraphAgri2025_fruits_prix-en-frais-production-en-transforme_page151.xlsx"",_""GraphAgri2025_fleurs-et-pepinieres_page152.xls"",_""GraphAgri2025_tabac_page153.xls"",_""GraphAgri2025_legumes-fruits-fleurs-tabac.pdf""]"
GraFra2025Chap12.4,5,"[""GraphAgri2025_vin_production-et-prix_page154.xls"",_""GraphAgri2025_vin_commerce-exterieur_page155.xls"",_""GraphAgri2025_autres-boissons_champagne-cognac_armagnac_page156.xlsx"",_""GraphAgri2025_autres-boissons_biere-et-boissons-sans-alcool_page157.xlsx"",_""GraphAgri2025_vin-autres-boissons.pdf""]"
GraFra2025Chap12.5,3,"[""GraphAgri2025_aliments-des-animaux-de-ferme_page158.xls"",_""GraphAgri2025_aliments-composes-pour-animaux_page159.xlsx"",_""GraphAgri2025_alimentation-animale.pdf""]"
GraFra2025Chap12.6,8,"[""GraphAgri2025_bovins_cheptel_page160.xlsx"",_""GraphAgri2025_bovins_production-et-echanges-exterieurs_page161.xls"",_""GraphAgri2025_bovins_prix_page162.xls"",_""GraphAgri2025_lait-de-vache_collecte_page163.xlsx"",_""GraphAgri2025_lait-de-vache-et-produits-laitiers-dans-UE_page164.xls"",_""GraphAgri2025_lait-et-produits_laitiers_prix-a-la-production_page165.xls"",_""GraphAgri2025_lait-et-produits-laitiers_fabrication-et-commerce-exterieur_page166.xls"",_""GraphAgri2025_bovins-productions-laitieres.pdf""]"
GraFra2025Chap12.7,3,"[""GraphAgri2025_ovins-et-caprins_page167.xls"",_""GraphAgri2025_lait-de-chevre-et-brebis_page168.xls"",_""GraphAgri2025_ovins-caprins-collecte-de-lait.pdf""]"
GraFra2025Chap12.8,2,"[""GraphAgri2025_equides_page169.xlsx"",_""GraphAgri2025_equides.pdf""]"
GraFra2025Chap12.9,3,"[""GraphAgri2025_porcins_cheptel_page170.xlsx"",_""GraphAgri2025_porcins_prix-et-production_page171.xlsx"",_""GraphAgri2025_porcins.pdf""]"
GraFra2025Chap13.1,11,"[""GraphAgri2025_DOM_utilisation-du-territoire_occupation-des-sols_page179.xlsx"",_""GraphAgri2025_DOM_utilisation-du-territoire-SAU_page180.xlsx"",_""GraphAgri2025_DOM_exploitations_nombre-et-superficie_page181.xlsx"",_""GraphAgri2025_DOM_produits-agricoles_page182.xlsx"",_""GraphAgri2025_DOM_emploi_actifs-permanents_page183.xlsx"",_""GraphAgri2025_DOM_emploi-volume-de-travail_page184.xls"",_""GraphAgri2025_DOM_resultats_économiques_production_page185.xlsx"",_""GraphAgri2025_DOM_resultats_économiques-resultat_net_page186.xls"",_""GraphAgri2025_DOM_industries-agroalimentaires_page187.xlsx"",_""GraphAgri2025_DOM_commerce-exterieur_page188.xls"",_""GraphAgri2025_utilisation_du_territoire""]"
GraFra2025Chap2.1,4,"[""GraphAgri2025_exploitations_dimension_économique_et_spécialisation_page19.xls"",_""GraphAgri2025_exploitations_statut_page20.xls"",_""GraphAgri2025_exploitations_surface-agricole_page21.xlsx"",_""GraphAgri2025_exploitations-en-france.pdf""]"
GraFra2025Chap2.2,3,"[""GraphAgri2025_exploitations-de-UE_page22.xlsx"",_""GraphAgri2025_exploitations-de-UE_main-d-oeuvre_page23.xlsx"",_""GraphAgri2025_exploitations-de-lunion-europeenne.pdf""]"
GraFra2025Chap2.3,4,"[""GraphAgri2025_foncier_mode-de-faire-valoir_page24.xlsx"",_""GraphAgri2025_foncier_safer_page25.xls"",_""GraphAgri2025_foncier_prix-des-terres-et-pres_page26.xls"",_""GraphAgri2025_foncier.pdf""]"
GraFra2025Chap2.4,3,"[""GraphAgri2025_installations_page27.xls"",_""GraphAgri2025_aides-a-installation_page28.xls"",_""GraphAgri2025_installations-aides-a-linstallation.pdf""]"
GraFra2025Chap2.5,2,"[""GraphAgri2025_equipement-des-exploitations_page29.xlsx"",_""GraphAgri2025_equipement-des-exploitations.pdf""]"
GraFra2025Chap2.6,2,"[""GraphAgri2025_diversification-des-activites-des-exploitations-agricoles_page30.xlsx"",_""GraphAgri2025_diversification-activités-des-exploitations.pdf""]"
GraFra2025Chap3.1,8,"[""GraphAgri2025_pratiques-culturales_irrigation_page31.xlsx"",_""GraphAgri2025_pratiques-culturales_grandes-cultures_traitements-phyto_page32.xls"",_""GraphAgri2025_pratiques-culturales_sols-nus-et-labours_grandes_cultures_page33.xls"",_""GraphAgri2025_pratiques-culturales_arboriculture_traitements-phyto_page34.xls"",_""GraphAgri2025_pratiques-culturales_viticulture_traitements-phyto_page35.xlsx"",_""GraphAgri2025_pratiques-culturales_viticulture_enherbement_page36.xlsx"",_""GraphAgri2025_pratiques-culturales_legumes_page37.xls"",_""GraphAgri2025_pratiques-culturales.pdf""]"
GraFra2025Chap3.2,3,"[""GraphAgri2025_engrais_page38.xls"",_""GraphAgri2025_produits-de-protection-des-cultures_page39.xls"",_""GraphAgri2025_engrais-produits-de-protection-des-cultures.pdf""]"
GraFra2025Chap3.3,5,"[""GraphAgri2025_pratiques-elevages_bovins_page40.xlsx"",_""GraphAgri2025_pratiques-elevages_porcins_page41.xls"",_""GraphAgri2025_pratiques-elevages_volailles-de-chair_page42.xls"",_""GraphAgri2025_pratiques-elevage_ovins-et-caprins_page43.xls"",_""GraphAgri2025_pratiques-delevage.pdf""]"
GraFra2025Chap4.1,6,"[""GraphAgri2025_emploi_composition_page44.xls"",_""GraphAgri2025_emploi_salaries-agricoles_page45.xls"",_""GraphAgri2025_emploi_temps-de-travail_page46.xls"",_""GraphAgri2025_emploi_age-et-sexe-des-exploitants_page47.xls"",_""GraphAgri2025_emploi_les-femmes-en-agriculture_page48.xls"",_""GraphAgri2025_emploi.pdf""]"
GraFra2025Chap4.2,2,"[""GraphAgri2025_conditions-de-travail_salaries-et-exploitants-agricoles_page49.xlsx"",_""GraphAgri2025_conditions-de-travail_Chapitre4.pdf""]"
GraFra2025Chap4.3,3,"[""GraphAgri2025_formation-initiale_age-sexe-aides-a-installation_page50.xlsx"",_""GraphAgri2025_formation-initiale_formation-des-exploitants_page51.xls"",_""GraphAgri2025_formation-initiale.pdf""]"
GraFra2025Chap4.4,7,"[""GraphAgri2025_formation-agricole-en-France_page52.xls"",_""GraphAgri2025_enseignement-technique-agricole_voie-scolaire_page53.xls"",_""GraphAgri2025_enseignement-superieur-agricole-long_page54.xls"",_""GraphAgri2025_apprentissage-agricole_page55.xls"",_""GraphAgri2025_formation-professionnelle-continue_page56.xls"",_""GraphAgri2025_recherche_page57.xls"",_""GraphAgri2025_enseignement-et-recherche-agricole.pdf""]"
GraFra2025Chap5.1,6,"[""GraphAgri2025_comptes-agriculture2024_ressources-emplois_page58.xlsx"",_""GraphAgri2025_comptes-agriculture2024_revenu-net-des-facteurs_page59.xls"",_""GraphAgri2025_comptes-agriculture2024_prod.-consom.-intermediaires_page60.xls"",_""GraphAgri2025_comptes-agriculture2024_prod.-consom.-intermediaires_page61.xls"",_""GraphAgri2025_comptes-agriculture2024_productions-regionales-et-departementales_page62.xls"",_""GraphAgri2025_comptes-de-la-branche-agricole.pdf""]"
GraFra2025Chap5.2,5,"[""GraphAgri2025_aides-agriculture_concours-publics_page63.xlsx"",_""GraphAgri2025_aides-agriculture_subventions-aux-exploitations_page64.xls"",_""GraphAgri2025_aides-agriculture_aides-directes-du-1er-pilier_page65.xlsx"",_""GraphAgri2025_aides-agriculture_productions-animales_page66.xlsx"",_""GraphAgri2025_aides-a-lagriculture.pdf""]"
GraFra2025Chap5.3,12,"[""GraphAgri2025_Rica2023_evolution-des-resultats_page67.xlsx"",_""GraphAgri2025_Rica2023_dispersion-des-resultats_page68.xlsx"",_""GraphAgri2025_Rica2023_subventions-d'exploitation_page69.xlsx"",_""GraphAgri2025_Rica2023_charges_page70.xlsx"",_""GraphAgri2025_Rica2023_VA-et-facteurs-de-production_page71.xlsx"",_""GraphAgri2025_Rica2023_consommation-energie_page72.xlsx"",_""GraphAgri2025_Rica2023_investissement-hors-foncier_page73.xlsx"",_""GraphAgri2025_Rica2023_endettement-1_page74.xlsx"",_""GraphAgri2025_Rica2023_endettement-2_page75.xlsx"",_""GraphAgri2023_Rica2023_capital_page76.xlsx"",_""GraphAgri2025_Rica2022_exploitations-françaises-en-Europe_page77.xlsx"",_""GraphAgri2025_resultats-des-exploitations.pdf""]"
GraFra2025Chap5.4,2,"[""GraphAgri2025_entreprises-de-travaux-agricoles_page78.xlsx"",_""GraphAgri2025_entreprises-de-travaux-agricoles.pdf""]"
GraFra2025Chap6.1,5,"[""GraphAgri2025_entreprises_IAA-com.-de-gros-agroalim.-artisanat-com._page79.xlsx"",_""GraphAgri2025_entreprises_IAA-com.-de-gros-agroalim._page80.xlsx"",_""GraphAgri2025_entreprises_IAA-com.-de-gros-agroalim._par-categorie_page81.xlsx"",_""GraphAgri2025_entreprises-exportatrices_IAA-com.-de-gros-agroalim._page82.xlsx"",_""GraphAgri2025_entreprises.pdf""]"
GraFra2025Chap6.2,4,"[""GraphAgri2025_resultats-economiques_taux-VA-marge-commerciale_page83.xlsx"",_""GraphAgri2025_resultats-economiques_taux-de-marge_page84.xlsx"",_""GraphAgri2025_resultats-economiques_taux-investissement_page85.xlsx"",_""GraphAgri2025_resultats-economiques.pdf""]"
GraFra2025Chap6.3,2,"[""GraphAgri2025_entreprises-agroalimentaires_emploi-par-region_page86.xlsx"",_""GraphAgri2025_emploi-par-region.pdf""]"
GraFra2025Chap6.4,2,"[""GraphAgri2025_conditions-de-travail_salaries-des-IAA_p87.xls"",_""GraphAgri2025_conditions-de-travail_Chapitre6.pdf""]"
GraFra2025Chap6.5,3,"[""GraphAgri2025_innovation_entreprises-10-salaries-ou-plus_page88.xlsx"",_""GraphAgri2025_technologies-information-et-communication_page89.xlsx"",_""GraphAgri2025_innovation-technologie-de-linformation-et-de-la-communication.pdf""]"
GraFra2025Chap6.6,3,"[""GraphAgri2025__production-en-volume-des-IAA_prix-en-France_page90.xlsx"",_""GraphAgri2025_IAA-France_production-commercialisee-et-prix_page91.xlsx"",_""GraphAgri2025_production-et-prix.pdf""]"
GraFra2025Chap6.7,2,"[""GraphAgri2025_consommation-energie_IAA_page92.xlsx"",_""GraphAgri2025_consommation-denergie-dans-les-iaa.pdf""]"
GraFra2025Chap7.1,4,"[""GraphAgri2025_peche-maritime_capture-debarquement_page93.xls"",_""GraphAgri2025_peche-maritime_flotte-emplois-marins_page94.xls"",_""GraphAgri2025_peche-maritime_resultats-economiques_page95.xls"",_""GraphAgri2025_peche-maritime.pdf""]"
GraFra2025Chap7.2,4,"[""GraphAgri2025_aquaculture_conchyliculture_page96.xls"",_""GraphAgri2025_aquaculture_pisciculture_page97.xls"",_""GraphAgri2025_aquaculture_algues-cyanobacteries_page98.xls"",_""GraphAgri2025_aquaculture.pdf""]"
GraFra2025Chap7.3,2,"[""GraphAgri2025_commerce-exterieur-France_page99.xls"",_""GraphAgri2025_commerce-exterieur-de-la-france.pdf""]"
GraFra2025Chap8.1,4,"[""GraphAgri2025_bois-et-sciages_recolte-de-bois_page100.xlsx"",_""GraphAgri2025_bois-et-sciages_production-de-sciages_page101.xlsx"",_""GraphAgri2025_bois-et-sciages_UE_page102.xlsx"",_""GraphAgri2025_recolte-et-production-en-france-et-dans-lunion-europeenne.pdf""]"
GraFra2025Chap8.2,3,"[""GraphAgri2025_bois-et-sciages_prix-des-bois-ronds_page103.xlsx"",_""GraphAgri2025_bois-et-sciages_commerce-exterieur-France_page104.xlsx"",_""GraphAgri2025_prix-commerce-exterieur-France.pdf""]"
GraFra2025Chap9.1,3,"[""GraphAgri2025_environnement_occupation-des-sols_page105.xlsx"",_""GraphAgri2025_forêt-et-environnement_page106.xlsx"",_""GraphAgri2025_occupation-du-sol-foret.pdf""]"
GraFra2025Chap9.2,3,"[""GraphAgri2025_aides-aux-zones-défavorisees_page107.xlsx"",_""GraphAgri2025_aides-agroenvironnementales_MAEC-agriculture-biologique_page108.xlsx"",_""GraphAgri2025_aides-aux-zones-defavorisees.pdf""]"
GraFra2025Chap9.3,2,"[""GraphAgri2025_agriculture-biologique-en-France_page109.xlsx"",_""GraphAgri2025_agriculture-biologique.pdf""]"
GraFra2025Chap9.4,2,"[""GraphAgri2025_bilans-azote-et-phosphore-en-France_page110.xls"",_""GraphAgri2025_bilans-azote-et-phosphore.pdf""]"
GraFra2025Chap9.5,4,"[""GraphAgri2025_pression-phyto_ventes-de-substances-actives_page111.xls"",_""GraphAgri2025_maitrise-des-pollutions-IAA_investissements-et-depenses_page112.xlsx"",_""GraphAgri2025_maitrise-des-pollutions-IAA_dechets_organiques_et_banals_page113.xlsx"",_""GraphAgri2025_maitrise-des-pollutions.pdf""]"
GraFra2025Integral,1,"[""GraphAgri2025_accessible.pdf""]"
GraFraIntegral,1,"[""GraphAgri_2019_integral.zip""]"
Infographie-2024-1,2,"[""infographie_congres_mondial_vigne_vin_2024_FRANCAIS.pdf"",_""congres_mondial_vigne_vin_2024_Chiffres-clés_Version_française_VD.pdf""]"
Infographie-2024-1-en,2,"[""infographie_congres_mondial_vigne_vin_2024_EN.pdf"",_""congres_mondial_vigne_vin_2024_Chiffres-cles_EN_VD.pdf""]"
Infographie-2025-2,6,"[""Chiffres-cles-2024_version_francaise_SIA2025.pdf"",_""Femmes-exploitantes_SIA2025.pdf"",_""Age-des-exploitants_devenir-des-exploitations_SIA2025.pdf"",_""Maroc-invite-d-honneur_SIA2025.pdf"",_""Les-publications-Agreste.pdf"",_""Chiffres-_cles_version_francaise_SIAL2025-2pages.pdf""]"
Infographie-2025-2-en,5,"[""Femmes-exploitantes_SIA2025.pdf"",_""Age-des-exploitants_devenir-des-exploitations_SIA2025.pdf"",_""Key-figures-2024_English-version_SIA2025.pdf"",_""Food-trade-between-France-and-Morocco.pdf"",_""Key-figures-2024_English-version_SIA2025-2pages.pdf""]"
Infographie-2026-1,2,"[""Chiffres-cles_2025_SIA-2026.pdf"",_""Flyer-Agreste-SIA-2026-Format_A5.pdf""]"
LetConj2001,1,"[""Lettre_conjoncture_Avril_2020.pdf""]"
LetConj2002,1,"[""Lettre_conjoncture_T2_2020.pdf""]"
LetConj2003,1,"[""Lettre_conjoncture_T3_2020.pdf""]"
LetConj2101,1,"[""Lettre_de_conjoncture_T1-_2021.pdf""]"
LetConj2102,1,"[""Lettre_de_conjoncture_T2-_2021.pdf""]"
LetConj2103,1,"[""Lettre_de_conjoncture_T3-_2021.pdf""]"
LetConj2104,1,"[""Lettre_de_conjoncture_T4-_2021.pdf""]"
LetConj2201,1,"[""Lettre_de_conjoncture_T1-_2022.pdf""]"
LetConj2202,1,"[""Lettre_de_conjoncture_T2-_2022.pdf""]"
LetConj2203,1,"[""Lettre_de_conjoncture_T3-_2022.pdf""]"
LetConj2204,1,"[""Lettre_de_conjoncture_T4-_2022.pdf""]"
LetConj2301,1,"[""Lettre_de_conjoncture_T1-_2023.pdf""]"
LetConj2302,1,"[""Lettre_de_conjoncture_T2-_2023.pdf""]"
LetConj2303,1,"[""Lettre_de_conjoncture_T3-_2023.pdf""]"
LetConj2304,1,"[""Lettre_de_conjoncture_T4-_2023.pdf""]"
LetConj2401,1,"[""Lettre_de_conjoncture_T1-_2024.pdf""]"
LetConj2402,1,"[""Lettre_de_conjoncture_T2-_2024.pdf""]"
LetConj2403,1,"[""Lettre_de_conjoncture_T3-_2024.pdf""]"
LetConj2404,1,"[""Lettre_de_conjoncture_T4-_2024.pdf""]"
LetConj2502,1,"[""Lettre_de_conjoncture_T2-2025.pdf""]"
LetConj2503,1,"[""Lettre_de_conjoncture_2025-3.pdf""]"
LetConj2504,1,"[""Lettre_de_conjoncture_T4-2025.pdf""]"
LetConj2601,1,"[""Lettre_de_conjoncture_2026-1.pdf""]"
MemReg2016,1,"[""MemReg2016.pdf""]"
MemSta2017,1,"[""Memento_2017.pdf""]"
MemSta2018,2,"[""MemSta2018.pdf"",_""MemSta2018_DonneesAssociees.zip""]"
MemSta2018-en,1,"[""Handbook_2018v2.pdf""]"
MemSta2019,2,"[""V1_MementoFrance_2019_SITE.pdf"",_""Mémento_2019__Tableurs__-_Site.7z""]"
MemSta2020,2,"[""MementoFrance_2020_V3.pdf"",_""Mémento.7z""]"
MemSta2020-en,1,"[""Handbook2020V2.pdf""]"
MemSta2021,2,"[""MémentoFrance_2021.pdf"",_""Mementofrance2021_Données_associées.zip""]"
MemSta2021-en,1,"[""Handbook2021.pdf""]"
MemSta2022,3,"[""MementoFrance2022_DonnéesAssociees.zip"",_""MementoFrance2022.pdf"",_""Infographie.pdf""]"
MemSta2022-en,1,"[""Handbook2022.pdf""]"
MemSta2023,3,"[""MémentoFrance2023.pdf"",_""MementoFrance2023_DonneesAssociees.7z"",_""GraphAgri_2023_ChiffresCles.pdf""]"
MemSta2023-en,1,"[""Handbook2023.pdf""]"
MemSta2024,2,"[""Mémento_France_2024.pdf"",_""MementoFrance2024_DonneesAssociees.zip""]"
MemSta2024-en,1,"[""Handbook2024.pdf""]"
MemSta2025,2,"[""Mémento_France_2025.pdf"",_""MementoFrance2025_DonneesAssociees.zip""]"
MemSta2025-en,1,"[""Memento-2025__version-anglaise.pdf""]"
Ndl1,1,"[""Ndl1.pdf""]"
Ndl10,1,"[""Ndl10.pdf""]"
Ndl100,1,"[""Ndl100.pdf""]"
Ndl101,1,"[""Ndl101.pdf""]"
Ndl102,1,"[""Ndl102.pdf""]"
Ndl103,1,"[""Ndl103.pdf""]"
Ndl104,1,"[""Ndl104.pdf""]"
Ndl105,1,"[""Ndl105.pdf""]"
Ndl106,1,"[""Ndl106.pdf""]"
Ndl107,1,"[""Ndl107.pdf""]"
Ndl108,1,"[""Ndl108.pdf""]"
Ndl109,1,"[""Ndl109.pdf""]"
Ndl11,1,"[""Ndl11.pdf""]"
Ndl110,1,"[""Ndl110.pdf""]"
Ndl111,1,"[""Ndl111.pdf""]"
Ndl112,1,"[""Ndl112.pdf""]"
Ndl113,1,"[""Ndl113.pdf""]"
Ndl114,1,"[""Ndl114.pdf""]"
Ndl115,1,"[""Ndl115.pdf""]"
Ndl116,1,"[""Ndl116.pdf""]"
Ndl117,1,"[""Ndl117.pdf""]"
Ndl118,1,"[""Ndl118.pdf""]"
Ndl119,1,"[""Ndl119.pdf""]"
Ndl12,1,"[""Ndl12.pdf""]"
Ndl120,1,"[""Ndl120.pdf""]"
Ndl121,1,"[""Ndl121.pdf""]"
Ndl122,1,"[""Ndl122.pdf""]"
Ndl123,1,"[""Ndl123.pdf""]"
Ndl124,1,"[""Ndl124.pdf""]"
Ndl125,1,"[""Ndl125.pdf""]"
Ndl126,1,"[""Ndl126.pdf""]"
Ndl127,1,"[""Ndl127.pdf""]"
Ndl128,1,"[""Ndl128.pdf""]"
Ndl129,1,"[""Ndl129.pdf""]"
Ndl13,1,"[""Ndl13.pdf""]"
Ndl130,1,"[""Ndl130.pdf""]"
Ndl131,1,"[""Ndl131.pdf""]"
Ndl132,1,"[""Ndl132.pdf""]"
Ndl133,1,"[""Ndl133.pdf""]"
Ndl134,1,"[""Ndl134.pdf""]"
Ndl135,1,"[""Ndl135.pdf""]"
Ndl136,1,"[""Ndl136.pdf""]"
Ndl137,1,"[""Ndl137.pdf""]"
Ndl138,1,"[""Ndl138.pdf""]"
Ndl139,1,"[""139_LEOPOLD_L'éthique_de_la_terre_V2.pdf""]"
Ndl14,1,"[""Ndl14.pdf""]"
Ndl140,1,"[""Ndl140.pdf""]"
Ndl141,1,"[""Ndl141.pdf""]"
Ndl142,1,"[""Ndl142.pdf""]"
Ndl143,1,"[""Ndl143.pdf""]"
Ndl144,1,"[""Ndl144.pdf""]"
Ndl145,1,"[""Ndl145.pdf""]"
Ndl146,1,"[""Ndl146.pdf""]"
Ndl147,1,"[""Ndl147.pdf""]"
Ndl148,1,"[""Ndl148.pdf""]"
Ndl149,1,"[""Ndl149.pdf""]"
