disaron_nom,disaron:theme,themes_labels,themes_codes
Ana27,ALIMCOMP|ALIMSECU|AGROALIM,"Alimentation, consommation|Santé, sécurité alimentaire|Industries agro-alimentaires (IAA)",ALIMCOMP|SANTALIM|IAA
Ana27-en,ALIMCOMP|ALIMSECU|AGROALIM,"Alimentation, consommation|Santé, sécurité alimentaire|Industries agro-alimentaires (IAA)",ALIMCOMP|SANTALIM|IAA
Ana28,PROSP|AGROALIM|ANAECO,"Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)",AIDPOLITIQ|IAA
Ana29,SANTE|AGROALIM|SOQO|ANASOC,"Santé, sécurité alimentaire|Industries agro-alimentaires (IAA)|Bio, labels, signes de qualité|Aides, PAC, Politiques publiques",SANTALIM|IAA|SOQO|AIDPOLITIQ
Ana29-en,SANTE|AGROALIM|SOQO|ANASOC,"Santé, sécurité alimentaire|Industries agro-alimentaires (IAA)|Bio, labels, signes de qualité|Aides, PAC, Politiques publiques",SANTALIM|IAA|SOQO|AIDPOLITIQ
Ana3,AGROENV|NRJ|IAAFIL|COMPINT,"Agriculture et environnement|Énergie|Marchés, filières|Aides, PAC, Politiques publiques",AGROENV|NRJ|IAAFIL|AIDPOLITIQ
Ana30,COMPINT|AIDE|GC|ANAECO,"Aides, PAC, Politiques publiques|Grandes cultures",AIDPOLITIQ|GC
Ana30-en,COMPINT|AIDE|GC|ANAECO,"Aides, PAC, Politiques publiques|Grandes cultures",AIDPOLITIQ|GC
Ana31,ANAECO|IAAFIL|ANASOC,"Aides, PAC, Politiques publiques|Marchés, filières",AIDPOLITIQ|IAAFIL
Ana31-en,ANAECO|IAAFIL|ANASOC,"Aides, PAC, Politiques publiques|Marchés, filières",AIDPOLITIQ|IAAFIL
Ana32,SOCIO|TAILLE,"Population agricole, emploi|Exploitations, spécialisation",POPAGREMP|EXPLOITSPEC
Ana33,AIDE|COMPINT|EVALPOL,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Ana34,COMPINT|ALIMSECU|AGROENV,"Aides, PAC, Politiques publiques|Santé, sécurité alimentaire|Agriculture et environnement",AIDPOLITIQ|SANTALIM|AGROENV
Ana35,PROSP|BIO|IAAFIL,"Aides, PAC, Politiques publiques|Sol|Marchés, filières",AIDPOLITIQ|SOLBIODIV|IAAFIL
Ana36,ANAECO|IAAFIL,"Aides, PAC, Politiques publiques|Marchés, filières",AIDPOLITIQ|IAAFIL
Ana36-en,ANAECO|IAAFIL,"Aides, PAC, Politiques publiques|Marchés, filières",AIDPOLITIQ|IAAFIL
Ana37,AGROENV|AUTPRA|PROSP,"Agriculture et environnement|Pratiques culturales|Aides, PAC, Politiques publiques",AGROENV|PRACULT|AIDPOLITIQ
Ana37-en,AGROENV|AUTPRA|PROSP,"Agriculture et environnement|Pratiques culturales|Aides, PAC, Politiques publiques",AGROENV|PRACULT|AIDPOLITIQ
Ana38,SOCIO|AGROEMP|AGROFORM|ANASOC,"Population agricole, emploi|Formation|Aides, PAC, Politiques publiques",POPAGREMP|AGROFORM|AIDPOLITIQ
Ana39,EVALPOL|BIO|AIDE,"Aides, PAC, Politiques publiques|Sol",AIDPOLITIQ|SOLBIODIV
Ana4,PROT|AGROENV|EVALPOL,"Pratiques culturales|Agriculture et environnement|Aides, PAC, Politiques publiques",PRACULT|AGROENV|AIDPOLITIQ
Ana4-en,PROT|AGROENV|EVALPOL,"Pratiques culturales|Agriculture et environnement|Aides, PAC, Politiques publiques",PRACULT|AGROENV|AIDPOLITIQ
Ana40,EVALPOL|BIO|AIDE,"Aides, PAC, Politiques publiques|Sol",AIDPOLITIQ|SOLBIODIV
Ana41,COMPINT|AGROENV|ANAECO,"Aides, PAC, Politiques publiques|Agriculture et environnement",AIDPOLITIQ|AGROENV
Ana41-en,COMPINT|AGROENV|ANAECO,"Aides, PAC, Politiques publiques|Agriculture et environnement",AIDPOLITIQ|AGROENV
Ana42,IAAFIL|AGROALIM|ANAECO,"Marchés, filières|Industries agro-alimentaires (IAA)|Aides, PAC, Politiques publiques",IAAFIL|IAA|AIDPOLITIQ
Ana43,GC|AIDE|EVALPOL,"Grandes cultures|Aides, PAC, Politiques publiques",GC|AIDPOLITIQ
Ana44,ALIMSECU|COMPINT|ANAECO,"Santé, sécurité alimentaire|Aides, PAC, Politiques publiques",SANTALIM|AIDPOLITIQ
Ana45,AIDE|PROT|EVALPOL,"Aides, PAC, Politiques publiques|Pratiques culturales",AIDPOLITIQ|PRACULT
Ana46,CLIMAT|PROSP|AGROENV,"Climat|Aides, PAC, Politiques publiques|Agriculture et environnement",CLIMAT|AIDPOLITIQ|AGROENV
Ana47,AIDE|AGROENV|BIO,"Aides, PAC, Politiques publiques|Agriculture et environnement|Sol",AIDPOLITIQ|AGROENV|SOLBIODIV
Ana48,AIDE|EVALPOL|IAAENV,"Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)",AIDPOLITIQ|IAA
Ana49,AIDE|EQUIP|EVALPOL,"Aides, PAC, Politiques publiques|Installation, équipement",AIDPOLITIQ|INSTEQUIP
Ana5,ALIMCOMP|ALIMSECU|PROSP,"Alimentation, consommation|Santé, sécurité alimentaire|Aides, PAC, Politiques publiques",ALIMCOMP|SANTALIM|AIDPOLITIQ
Ana50,SOQO|ANAECO|AGROENV,"Bio, labels, signes de qualité|Aides, PAC, Politiques publiques|Agriculture et environnement",SOQO|AIDPOLITIQ|AGROENV
Ana51,AGROENV|SOL|ANASOC,"Agriculture et environnement|Sol|Aides, PAC, Politiques publiques",AGROENV|SOLBIODIV|AIDPOLITIQ
Ana52,COMPINT|GC|IAAFIL,"Aides, PAC, Politiques publiques|Grandes cultures|Marchés, filières",AIDPOLITIQ|GC|IAAFIL
Ana52-en,COMPINT|GC|IAAFIL,"Aides, PAC, Politiques publiques|Grandes cultures|Marchés, filières",AIDPOLITIQ|GC|IAAFIL
Ana53,AGROENV|AIDE|EVALPOL,"Agriculture et environnement|Aides, PAC, Politiques publiques",AGROENV|AIDPOLITIQ
Ana54,SOCIO|TAILLE|ANASOC,"Population agricole, emploi|Exploitations, spécialisation|Aides, PAC, Politiques publiques",POPAGREMP|EXPLOITSPEC|AIDPOLITIQ
Ana55,VITI|PROSP|BIO,"Viticulture|Aides, PAC, Politiques publiques|Sol",VITI|AIDPOLITIQ|SOLBIODIV
Ana56,ALIMCOMP|SANTE|ANASOC,"Alimentation, consommation|Santé, sécurité alimentaire|Aides, PAC, Politiques publiques",ALIMCOMP|SANTALIM|AIDPOLITIQ
Ana57,AGROFORM|SOCIO|ANASOC,"Formation|Population agricole, emploi|Aides, PAC, Politiques publiques",AGROFORM|POPAGREMP|AIDPOLITIQ
Ana58,PRAELEV|AUTANI|ANASOC,"Pratiques d’élevage|Autres animaux et productions animales|Aides, PAC, Politiques publiques",PRAELEV|AUTANI|AIDPOLITIQ
Ana58-en,PRAELEV|AUTANI|ANASOC,"Pratiques d’élevage|Autres animaux et productions animales|Aides, PAC, Politiques publiques",PRAELEV|AUTANI|AIDPOLITIQ
Ana59,AGROENV|AUTPRA|PROT,Agriculture et environnement|Pratiques culturales,AGROENV|PRACULT
Ana59-en,AGROENV|AUTPRA|PROT,Agriculture et environnement|Pratiques culturales,AGROENV|PRACULT
Ana6,COMPINT|PROSP|TIC,"Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)",AIDPOLITIQ|IAA
Ana60,AGROENV|AUTPRA|PROSP,"Agriculture et environnement|Pratiques culturales|Aides, PAC, Politiques publiques",AGROENV|PRACULT|AIDPOLITIQ
Ana61,AGROENV|SOL|AUTPRA,Agriculture et environnement|Sol|Pratiques culturales,AGROENV|SOLBIODIV|PRACULT
Ana61-en,AGROENV|SOL|AUTPRA,Agriculture et environnement|Sol|Pratiques culturales,AGROENV|SOLBIODIV|PRACULT
Ana62,CLIMAT|PROSP|RESFOR,"Climat|Aides, PAC, Politiques publiques|Forêts, bois et dérivés",CLIMAT|AIDPOLITIQ|BOIS
Ana62-en,CLIMAT|PROSP|RESFOR,"Climat|Aides, PAC, Politiques publiques|Forêts, bois et dérivés",CLIMAT|AIDPOLITIQ|BOIS
Ana63,AGROENV|AUTPRA|AIDE|ANASOC,"Agriculture et environnement|Pratiques culturales|Aides, PAC, Politiques publiques",AGROENV|PRACULT|AIDPOLITIQ
Ana64,ALIMCOMP|PROSP|ANASOC,"Alimentation, consommation|Aides, PAC, Politiques publiques",ALIMCOMP|AIDPOLITIQ
Ana65,AIDE|TIC|COMPINT,"Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)",AIDPOLITIQ|IAA
Ana65-en,AIDE|TIC|COMPINT,"Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)",AIDPOLITIQ|IAA
Ana66,SANTE|PRAELEV|PROSP,"Santé, sécurité alimentaire|Pratiques d’élevage|Aides, PAC, Politiques publiques",SANTALIM|PRAELEV|AIDPOLITIQ
Ana67,TIC|COMPINT|PROSP,"Industries agro-alimentaires (IAA)|Aides, PAC, Politiques publiques",IAA|AIDPOLITIQ
Ana68,PROSP|EAU|AGROENV|AUTPRA,"Aides, PAC, Politiques publiques|Eau|Agriculture et environnement|Pratiques culturales",AIDPOLITIQ|EAU|AGROENV|PRACULT
Ana68-en,PROSP|EAU|AGROENV|AUTPRA,"Aides, PAC, Politiques publiques|Eau|Agriculture et environnement|Pratiques culturales",AIDPOLITIQ|EAU|AGROENV|PRACULT
Ana69,ALIMCOMP|AGROENV|ANASOC,"Alimentation, consommation|Agriculture et environnement|Aides, PAC, Politiques publiques",ALIMCOMP|AGROENV|AIDPOLITIQ
Ana7,EVALPOL|TISSU|AGROALIM|BIO,"Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)|Sol",AIDPOLITIQ|IAA|SOLBIODIV
Ana70,EVALPOL|RESFOR|AUTPRA,"Aides, PAC, Politiques publiques|Forêts, bois et dérivés|Pratiques culturales",AIDPOLITIQ|BOIS|PRACULT
Ana71,AGROENV|COMPINT|AGROALIM|ANASOC,"Agriculture et environnement|Aides, PAC, Politiques publiques|Industries agro-alimentaires (IAA)",AGROENV|AIDPOLITIQ|IAA
Ana72,AGROENV|AIDE|ANASOC,"Agriculture et environnement|Aides, PAC, Politiques publiques",AGROENV|AIDPOLITIQ
Ana73,CLIMAT|PROSP|AIDE,"Climat|Aides, PAC, Politiques publiques",CLIMAT|AIDPOLITIQ
Ana73-en,CLIMAT|PROSP|AIDE,"Climat|Aides, PAC, Politiques publiques",CLIMAT|AIDPOLITIQ
Ana74,AIDE|COMPINT|ANAECO,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Ana74-en,AIDE|COMPINT|ANAECO,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Ana75,BIO|EVALPOL|AGROENV|AUTPRA,"Sol|Aides, PAC, Politiques publiques|Agriculture et environnement|Pratiques culturales",SOLBIODIV|AIDPOLITIQ|AGROENV|PRACULT
Ana76,AGROENV|EVALPOL|BIO|AUTPRA,"Agriculture et environnement|Aides, PAC, Politiques publiques|Sol|Pratiques culturales",AGROENV|AIDPOLITIQ|SOLBIODIV|PRACULT
Ana77,EAU|PROSP|BIO,"Eau|Aides, PAC, Politiques publiques|Sol",EAU|AIDPOLITIQ|SOLBIODIV
Ana78,ALIMCOMP|ALIMSECU|ANASOC,"Alimentation, consommation|Santé, sécurité alimentaire|Aides, PAC, Politiques publiques",ALIMCOMP|SANTALIM|AIDPOLITIQ
Ana79,PROT|FERTI|AGROENV,Pratiques culturales|Agriculture et environnement,PRACULT|AGROENV
Ana8,AIDE|BIO|PROSP,"Aides, PAC, Politiques publiques|Sol",AIDPOLITIQ|SOLBIODIV
Ana80,ALIMCOMP|TIC|IAAFIL,"Alimentation, consommation|Industries agro-alimentaires (IAA)|Marchés, filières",ALIMCOMP|IAA|IAAFIL
Ana81,BIO|AIDE|AGROEMP|AGROINST,"Sol|Aides, PAC, Politiques publiques|Population agricole, emploi|Installation, équipement",SOLBIODIV|AIDPOLITIQ|POPAGREMP|INSTEQUIP
Ana82,PRAELEV|SANTE|TIC,"Pratiques d’élevage|Santé, sécurité alimentaire|Industries agro-alimentaires (IAA)",PRAELEV|SANTALIM|IAA
Ana83,FRUIT|EVALPOL|IAAFIL,"Fruits et légumes|Aides, PAC, Politiques publiques|Marchés, filières",FRUILEG|AIDPOLITIQ|IAAFIL
Ana84,COMMER|FRUIT|LEGUME|ALIMCOMP|ANASOC,"Exploitations, spécialisation|Fruits et légumes|Alimentation, consommation|Aides, PAC, Politiques publiques",EXPLOITSPEC|FRUILEG|ALIMCOMP|AIDPOLITIQ
Ana85,COMPINT|SANTE|PROSP,"Aides, PAC, Politiques publiques|Santé, sécurité alimentaire",AIDPOLITIQ|SANTALIM
Ana86,LAIT|TAILLE|ANAECO,"Bovins, ovins, caprins, lait|Exploitations, spécialisation|Aides, PAC, Politiques publiques",CHEPTLAIT|EXPLOITSPEC|AIDPOLITIQ
Ana87,SANTE|COMPINT|ANASOC,"Santé, sécurité alimentaire|Aides, PAC, Politiques publiques",SANTALIM|AIDPOLITIQ
Ana88,AGROINST|PROSP|BIO,"Installation, équipement|Aides, PAC, Politiques publiques|Sol",INSTEQUIP|AIDPOLITIQ|SOLBIODIV
Ana89,PROSP|CLIMAT|NRJ,"Aides, PAC, Politiques publiques|Climat|Énergie",AIDPOLITIQ|CLIMAT|NRJ
Ana9,ANAECO|EVALPOL|PROSP,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Ana90,SOCIO|AGROEMP|ANAECO,"Population agricole, emploi|Aides, PAC, Politiques publiques",POPAGREMP|AIDPOLITIQ
Ana91,COMPINT|AIDE|TAILLE,"Aides, PAC, Politiques publiques|Exploitations, spécialisation",AIDPOLITIQ|EXPLOITSPEC
Ana92,AIDE|BIO|AGROINST,"Aides, PAC, Politiques publiques|Sol|Installation, équipement",AIDPOLITIQ|SOLBIODIV|INSTEQUIP
Ana93,PROSP|FERTI|AGROENV,"Aides, PAC, Politiques publiques|Pratiques culturales|Agriculture et environnement",AIDPOLITIQ|PRACULT|AGROENV
Ana94,TOUTCHEP|PROSP|ANASOC,"Tous animaux, productions animales|Aides, PAC, Politiques publiques",TOUTCHEP|AIDPOLITIQ
Ana95,PROSP|TOUTCHEP|ANASOC,"Aides, PAC, Politiques publiques|Tous animaux, productions animales",AIDPOLITIQ|TOUTCHEP
Ana96,PROSP|COMPINT|GC|CLIMAT,"Aides, PAC, Politiques publiques|Grandes cultures|Climat",AIDPOLITIQ|GC|CLIMAT
Ana97,PROSP|ALIMCOMP|AGROALIM|ANASOC,"Aides, PAC, Politiques publiques|Alimentation, consommation|Industries agro-alimentaires (IAA)",AIDPOLITIQ|ALIMCOMP|IAA
Ana98,IAAFIL|AGROALIM|ALIMSECU,"Marchés, filières|Industries agro-alimentaires (IAA)|Santé, sécurité alimentaire",IAAFIL|IAA|SANTALIM
Ana99,EVALPOL|BIO|CAPOV,"Aides, PAC, Politiques publiques|Sol|Bovins, ovins, caprins, lait",AIDPOLITIQ|SOLBIODIV|CHEPTLAIT
Aut-010,GRAMEM,Données de cadrage,GRAMEM
Aut-011,GRAMEM,Données de cadrage,GRAMEM
Aut-015,GRAMEM,Données de cadrage,GRAMEM
Aut-016,SOCIO|AGROEMP|AGROFORM|AGROINST|ANASOC,"Population agricole, emploi|Formation|Installation, équipement|Aides, PAC, Politiques publiques",POPAGREMP|AGROFORM|INSTEQUIP|AIDPOLITIQ
Aut-017,GRAMEM,Données de cadrage,GRAMEM
Aut-019,GRAMEM,Données de cadrage,GRAMEM
Aut001,SOQO,"Bio, labels, signes de qualité",SOQO
Aut002,COMEXT,"Commerce extérieur, approvisionnements",COMEXTAPPRO
Aut003,TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
Aut004-RA2020,ANAECO|ANASOC|GRAMEM,"Aides, PAC, Politiques publiques|Données de cadrage",AIDPOLITIQ|GRAMEM
Aut005,ANAECO,"Aides, PAC, Politiques publiques",AIDPOLITIQ
Aut005-shinyapps.io_auto-appro,GRAMEM,Données de cadrage,GRAMEM
Aut007,SOCIO,"Population agricole, emploi",POPAGREMP
Aut014,ANAECO,"Aides, PAC, Politiques publiques",AIDPOLITIQ
BilanConj2012,GRAMEM,Données de cadrage,GRAMEM
BilanConj2013,GRAMEM,Données de cadrage,GRAMEM
BilanConj2014,GRAMEM,Données de cadrage,GRAMEM
BilanConj2015,GRAMEM,Données de cadrage,GRAMEM
BilanConj2016,GRAMEM,Données de cadrage,GRAMEM
BilanConj2017,GRAMEM,Données de cadrage,GRAMEM
BilanConj2018,GRAMEM,Données de cadrage,GRAMEM
BilanConj2019,GRAMEM,Données de cadrage,GRAMEM
BilanConj2020,GRAMEM,Données de cadrage,GRAMEM
BilanConj2021,GRAMEM,Données de cadrage,GRAMEM
BilanConj2022,GRAMEM,Données de cadrage,GRAMEM
BilanConj2023,GRAMEM,Données de cadrage,GRAMEM
BilanConj2024,GRAMEM,Données de cadrage,GRAMEM
BilanConj2025,GRAMEM,Données de cadrage,GRAMEM
BilanConj2025-annee-complete,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_02,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_03,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_04,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_05,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_06,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_07,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_09,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_10,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_11,GRAMEM,Données de cadrage,GRAMEM
BulConj-2020_12,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_01,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_02,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_03,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_04,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_05,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_06,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_07,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_09,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_10,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_11,GRAMEM,Données de cadrage,GRAMEM
BulConj-2021_12,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_01,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_02,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_03,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_04,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_05,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_06,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_07,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_09,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_10,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_11,GRAMEM,Données de cadrage,GRAMEM
BulConj-2022_12,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_01,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_02,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_03,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_04,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_05,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_06,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_07,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_09,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_10,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_11,GRAMEM,Données de cadrage,GRAMEM
BulConj-2023_12,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_01,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_02,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_03,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_04,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_05,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_06,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_07,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_09,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_10,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_11,GRAMEM,Données de cadrage,GRAMEM
BulConj-2024_12,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_01,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_02,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_03,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_04,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_05,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_06,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_07,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_09,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_10,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_11,GRAMEM,Données de cadrage,GRAMEM
BulConj-2025_12,GRAMEM,Données de cadrage,GRAMEM
BulConj-2026_01,GRAMEM,Données de cadrage,GRAMEM
BulConj-2026_02,GRAMEM,Données de cadrage,GRAMEM
Chd1901,TOUTCULT|TOUTCHEP,"Toutes cultures, productions végétales|Tous animaux, productions animales",TOUTCULT|TOUTCHEP
Chd1902,RESECO,Résultats économiques des exploitations,RESECOMPTE
Chd1903,PROT|FERTI|AUTPRA,Pratiques culturales,PRACULT
Chd1904,TOUTCULT|TOUTCHEP,"Toutes cultures, productions végétales|Tous animaux, productions animales",TOUTCULT|TOUTCHEP
Chd1905,PROT,Pratiques culturales,PRACULT
Chd1906,PRAELEV,Pratiques d’élevage,PRAELEV
Chd1907,RECBOIS,"Forêts, bois et dérivés",BOIS
Chd1908,AQUASTRU|AQUAPROD,"Pêche, aquaculture",PECHAQUA
Chd1909,TIC,Industries agro-alimentaires (IAA),IAA
Chd1910,AGROALIM,Industries agro-alimentaires (IAA),IAA
Chd1911,IAAENV,Industries agro-alimentaires (IAA),IAA
Chd1912,IAAENV,Industries agro-alimentaires (IAA),IAA
Chd1913,AGROALIM|LAIT,"Industries agro-alimentaires (IAA)|Bovins, ovins, caprins, lait",IAA|CHEPTLAIT
Chd1914,IAAENV,Industries agro-alimentaires (IAA),IAA
Chd1915,IAAECO|TISSU,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA
Chd1916,TOUTCULT|TOUTCHEP,"Toutes cultures, productions végétales|Tous animaux, productions animales",TOUTCULT|TOUTCHEP
Chd1917,RECBOIS,"Forêts, bois et dérivés",BOIS
Chd1918,BILAN,"Commerce extérieur, approvisionnements",COMEXTAPPRO
Chd1919,PRIX|SOL,"Prix, coûts de production|Sol",COUTPRIX|SOLBIODIV
Chd2001,RESECO,Résultats économiques des exploitations,RESECOMPTE
Chd2002,TOUTCULT|TOUTCHEP|BIO,"Toutes cultures, productions végétales|Tous animaux, productions animales|Sol",TOUTCULT|TOUTCHEP|SOLBIODIV
Chd2003,COMMER|FERTI|TIC|LAIT|SOQO|IAAENV|TOUTCHEP|EAU|BIO|AIDE|AQUASTRU|PROT|CLIMAT|ALIMSECU|AQUAPROD|VEILLE|AUTANI|EVALPOL|PRAELEV|RESECO|PORC|ANASOC|ANAECO|BOVIN|HORTI|SANTE|COMEXT|SOCIO|TISSU|AGROFORM|RESFOR|AGROENV|IAAECO|AUTPRA|FRUIT|TOUTCULT|STATUT|VITI|BOISECO|TAILLE|CAPOV|VOLAIL|PROSP|AGROEMP|AQUAECO|EQUIP|COMPINT|LEGUME|ALIMCOMP|IAAFIL|FOURRAGE|GC|PRIX|AGROINST|DIVERS|COMPTES|RECBOIS|GRAMEM|AGROALIM|EXFOSCI|NRJ|SOL,"Exploitations, spécialisation|Pratiques culturales|Industries agro-alimentaires (IAA)|Bovins, ovins, caprins, lait|Bio, labels, signes de qualité|Tous animaux, productions animales|Eau|Sol|Aides, PAC, Politiques publiques|Pêche, aquaculture|Climat|Santé, sécurité alimentaire|Autres animaux et productions animales|Pratiques d’élevage|Résultats économiques des exploitations|Porcins|Autres cultures|Commerce extérieur, approvisionnements|Population agricole, emploi|Formation|Forêts, bois et dérivés|Agriculture et environnement|Résultats économiques des IAA|Fruits et légumes|Toutes cultures, productions végétales|Viticulture|Volailles, œufs|Installation, équipement|Alimentation, consommation|Marchés, filières|Fourrages et prairies|Grandes cultures|Prix, coûts de production|Données de cadrage|Énergie",EXPLOITSPEC|PRACULT|IAA|CHEPTLAIT|SOQO|TOUTCHEP|EAU|SOLBIODIV|AIDPOLITIQ|PECHAQUA|CLIMAT|SANTALIM|AUTANI|PRAELEV|RESECOMPTE|PORC|AUTRCULT|COMEXTAPPRO|POPAGREMP|AGROFORM|BOIS|AGROENV|IAAECO|FRUILEG|TOUTCULT|VITI|VOLAIL|INSTEQUIP|ALIMCOMP|IAAFIL|FOURRAGE|GC|COUTPRIX|GRAMEM|NRJ
Chd2004,VITI|PROT,Viticulture|Pratiques culturales,VITI|PRACULT
Chd2005,PRIX|SOL,"Prix, coûts de production|Sol",COUTPRIX|SOLBIODIV
Chd2006,AGROALIM,Industries agro-alimentaires (IAA),IAA
Chd2007,PROT|LEGUME,Pratiques culturales|Fruits et légumes,PRACULT|FRUILEG
Chd2008,TIC,Industries agro-alimentaires (IAA),IAA
Chd2009,PROT|FERTI|AUTPRA,Pratiques culturales,PRACULT
Chd2010,RESECO,Résultats économiques des exploitations,RESECOMPTE
Chd2011,TOUTCULT|TOUTCHEP|BIO,"Toutes cultures, productions végétales|Tous animaux, productions animales|Sol",TOUTCULT|TOUTCHEP|SOLBIODIV
Chd2012,RECBOIS,"Forêts, bois et dérivés",BOIS
Chd2013,LAIT,"Bovins, ovins, caprins, lait",CHEPTLAIT
Chd2020-1,RESECO,Résultats économiques des exploitations,RESECOMPTE
Chd2101,BILAN,"Commerce extérieur, approvisionnements",COMEXTAPPRO
Chd21010,PRIX|SOL,"Prix, coûts de production|Sol",COUTPRIX|SOLBIODIV
Chd21011,AGROALIM,Industries agro-alimentaires (IAA),IAA
Chd2102,RESECO,Résultats économiques des exploitations,RESECOMPTE
Chd2103,IAAECO|TISSU,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA
Chd2104,AGROENV,Agriculture et environnement,AGROENV
Chd2105,AQUAPROD|AQUASTRU,"Pêche, aquaculture",PECHAQUA
Chd2106,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-NAT,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R11,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R24,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R24,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R27,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R27,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R28,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R32,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R44,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R52,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R53,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R75,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R76,AGROEMP,"Population agricole, emploi",POPAGREMP
Chd2106-BAEA-R84,AGROEMP,"Population agricole, emploi",POPAGREMP
